sku;title;url;short_desc;price;thumb
2092708;"Ultrabook ASUS VivoBook 15 AMD Ryzen 5 3500U 512GB SSD 8GB Radeon Vega 8 FullHD Slate Gray";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopuriultrabook-asus-vivobook-15-amd-ryzen-5-3500u-512gb-ssd-8gb-radeon-vega-8-fullhd-slate-gray-pMyI6NjIuPg-l;"Model Procesor: AMD Ryzen 5-3500UCapacitate HDD: 512GBChipset video: Radeon™ Vega 8 Graphics2 in 1: NuTip Laptop: Ultrabook";2199;https://s.cel.ro/images/Products/ultrabook-asus-vivobook-15-amd-ryzen-5-3500u-512gb-ssd-8gb-fullhd-tast-ilum-slate-gray.jpg
2081655;"Laptop ASUS X509 Intel Core 10th Gen i5-1035G1 512GB SSD 8GB FullHD Win10 Pro Slate Gray";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-asus-x509-intel-core-10th-gen-i5-1035g1-512gb-ssd-8gb-fullhd-win10-pro-slate-gray-pMyI7NTMrMw-l;"Model Procesor: Intel® Core™ i5-1035G1Capacitate HDD: 512GB2 in 1: NuTip Laptop: Home";2999;https://s.cel.ro/images/Products/laptop-asus-x509-intel-core-10th-gen-i5-1035g1-512gb-ssd-8gb-fullhd-win10-pro-slate-gray.jpg
2583663;"Laptop Prestigio SmartBook 141 C3 Intel Atom Z8350 64GB eMMC 2GB HD Win10 Dark Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-prestigio-smartbook-141-c3-intel-atom-z8350-64gb-emmc-2gb-hd-win10-dark-grey-pMyc7NzMoNQ-l;"Model Procesor: Intel Atom Z8350Capacitate HDD: 64GB2 in 1: NuTip Laptop: Home";799;https://s.cel.ro/images/Products/laptop-prestigio-smartbook-141-c3-intel-atom-z8350-64gb-emmc-2gb-hd-win10-dark-grey.jpg
2382538;"Laptop Dell Inspiron 3595 AMD A9-9425 1TB HDD 4GB AMD Radeon R5 HD Linux Black";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-dell-inspiron-3595-amd-a9-9425-1tb-hdd-4gb-amd-radeon-r5-hd-linux-black-pMyE7NjAtPg-l;"Model Procesor: 4Chipset video: Integrata";1499;https://s.cel.ro/images/Products/2020/04/09/Laptop-Dell-Inspiron-3595-15-6-inch-HD-1366-x-768-Anti-Glare-7th-Generation-AMD-A9-9425-Processor-with-Radeon-TM-R5-Graphics-Radeon-TM.jpg
1952715;"Ultrabook ASUS VivoBook 14 Intel Core 8th Gen i5-8265U 512GB SSD 8GB FullHD Endless Tastatura iluminata FPR Petal Pink";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopuriultrabook-asus-vivobook-14-intel-core-8th-gen-i5-8265u-512gb-ssd-8gb-fullhd-endless-tastatura-iluminata-fpr-petal-pink-pMCs2NjIvMw-l;"Model Procesor: Intel® Core™ i5-8265UCapacitate HDD: 512GBChipset video: Intel UHD Graphics 6202 in 1: NuTip Laptop: Home";3294;https://s.cel.ro/images/Products/ultrabook-asus-vivobook-14-intel-core-8th-gen-i5-8265u-512gb-ssd-8gb-fullhd-endless-tastatura-ilum.jpg
1914890;"Laptop Lenovo V15-IWL Intel Core 8th Gen i5-8265U 512GB SSD 8GB NVIDIA GeForce MX110 2GB FullHD Iron Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-lenovo-v15-iwl-intel-core-8th-gen-i5-8265u-512gb-ssd-8gb-nvidia-geforce-mx110-2gb-fullhd-iron-grey-pMCsyMD0nNg-l;"Model Procesor: i5-8265UCapacitate HDD: 512GBChipset video: NVIDIA GeForce MX110 2GB GDDR52 in 1: NuTip Laptop: Business";2599;https://s.cel.ro/images/Products/laptop-lenovo-v15-iwl-intel-core-8th-gen-i5-8265u-512gb-ssd-8gb-nvidia-geforce-mx110-2gb-fullhd-iron.jpg
2441344;"Laptop Gaming ASUS FX505DT AMD Ryzen 7 3750H 512GB SSD 8GB NVIDIA GeForce GTX 1650 4GB FullHD Tast. ilum. Black";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-gaming-asus-fx505dt-amd-ryzen-7-3750h-512gb-ssd-8gb-nvidia-geforce-gtx-1650-4gb-fullhd-tast-ilum-black-pMyY3NTYqMg-l;"Model Procesor: AMD Ryzen 7 3750HCapacitate HDD: 512GBChipset video: NVIDIA GeForce GTX 1650 4GB2 in 1: NuTip Laptop: Gaming";3099;https://s.cel.ro/images/Products/laptop-gaming-asus-fx505dt-amd-ryzen-7-3750h-512gb-ssd-8gb-nvidia-geforce-gtx-1650-4gb-fullhd-tast-i.jpg
2367222;"Laptop ASUS X509 Intel Core 10th Gen i3-1005G1 256GB SSD 8GB FullHD Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-asus-x509-intel-core-10th-gen-i3-1005g1-256gb-ssd-8gb-fullhd-grey-pMyE1MzcsNA-l;"Model Procesor: Intel Core (10th Gen) i3-1005G1Capacitate HDD: 256GB2 in 1: NuTip Laptop: Home";1949;https://s.cel.ro/images/Products/laptop-asus-x509-intel-core-10th-gen-i3-1005g1-256gb-ssd-8gb-fullhd-grey-702.jpg
2543811;"Laptop ASUS VivoBook 15 X512JA Intel Core 10th Gen i5-1035G1 512GB SSD 8GB FullHD Blue";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-asus-vivobook-15-x512ja-intel-core-10th-gen-i5-1035g1-512gb-ssd-8gb-fullhd-blue-pMyc3Nz0vNw-l;"Model Procesor: i5-1035G1Capacitate HDD: 512GB2 in 1: NuTip Laptop: Home";2799;https://s.cel.ro/images/Products/laptop-asus-vivobook-15-x512ja-i5-1035g1-512gb-ssd-8gb-fullhd-no-os-blue-903.jpg
2120334;"Laptop Lenovo V15-IWL Intel Core 8th Gen i7-8565U 512GB SSD 8GB FullHD Iron Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-lenovo-v15-iwl-intel-core-8th-gen-i7-8565u-512gb-ssd-8gb-fullhd-iron-grey-pMyMxNDYtMg-l;"Model Procesor: i7-8565UCapacitate HDD: 512GB2 in 1: NuTip Laptop: Business";2849;https://s.cel.ro/images/Products/laptop-lenovo-v15-iwl-intel-core-8th-gen-i7-8565u-512gb-ssd-12gb-nvidia-geforce-mx110-2gb-fullhd-i.jpg
1875572;"Laptop Dell Inspiron 3793 Intel Core 10th Gen i7-1065G7 512GB SSD 16GB Nvidia GeForce MX230 2GB FullHD Linux DVD-RW Black";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-dell-inspiron-3793-intel-core-10th-gen-i7-1065g7-512gb-ssd-16gb-nvidia-geforce-mx230-2gb-fullhd-linux-dvd-rw-black-pMCo0MTApNA-l;"Model Procesor: i7-1065G7Capacitate HDD: 512GBChipset video: NVIDIA(R) GeForce(R) MX2302 in 1: NuTip Laptop: Home";4299;https://s.cel.ro/images/Products/laptop-dell-inspiron-3793-intel-core-10th-gen-i7-1065g7-512gb-16gb-mx230-2gb-fullhd-black.jpg
2406106;"Laptop Gaming Acer Predator Triton 300 PT315-51 Intel Core 9th Gen i7-9750H 512GB SSD 16GB GTX 1650 4GB FullHD 144Hz Linux Ta. il.";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-gaming-acer-predator-triton-300-pt315-51-intel-core-9th-gen-i7-9750h-512gb-ssd-16gb-gtx-1650-4gb-fullhd-144hz-linux-ta-il--pMyYzMjQuMA-l;"Model Procesor: Intel Core (9th Gen) i7-9750HCapacitate HDD: 512GBChipset video: NVIDIA GeForce GTX 16502 in 1: NuTip Laptop: Gaming";5344;https://s.cel.ro/images/Products/laptop-acer-predator-triton-300-pt315-51-intel-core-9th-gen-i7-9750h-512gb-ssd-16gb-nvidia-geforce.jpg
2504603;"Laptop Lenovo V15-IIL Intel Core 10th Gen i5-1035G1 256GB SSD 8GB FullHD Iron Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-lenovo-v15-iil-intel-core-10th-gen-i5-1035g1-256gb-ssd-8gb-fullhd-iron-grey-pMyczMDMuNQ-l;"Model Procesor: i5-1035G1Capacitate HDD: 256GB2 in 1: NuTip Laptop: Business";2399;https://s.cel.ro/images/Products/laptop-lenovo-v15-iwl-intel-core-8th-gen-i3-8145u-256gb-ssd-4gb-fullhd.jpg
1918391;"Laptop Dell Vostro 3590 Intel Core 10th Gen i5-10210U 256GB SSD 8GB FullHD Win10 Pro 3 ani garantie Negru";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-dell-vostro-3590-intel-core-10th-gen-i5-10210u-256gb-ssd-8gb-fullhd-win10-pro-3-ani-garantie-negru-pMCsyPDYnNw-l;"Model Procesor: i5-10210UCapacitate HDD: 256GBChipset video: Intel(R) UHD Graphics2 in 1: NuTip Laptop: Business";3299;https://s.cel.ro/images/Products/laptop-dell-vostro-3590-intel-core-10th-gen-i5-10210u-256gb-ssd-8gb-fullhd-win10-pro-3-ani-garantie-.jpg
2447306;"Laptop Acer Aspire 3 A315-56 Intel Core 10th Gen i5-1035G1 256GB SSD 8GB FullHD Linux Indigo Blue";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-acer-aspire-3-a315-56-intel-core-10th-gen-i5-1035g1-256gb-ssd-8gb-fullhd-linux-indigo-blue-pMyY3MzYuMA-l;"Model Procesor: i5-1035G1Capacitate HDD: 256GB2 in 1: NuTip Laptop: Home";2299;https://s.cel.ro/images/Products/laptop-acer-aspire-3-a315-56-intel-core-10th-gen-i3-1005g1-256gb-ssd-8gb-fullhd-linux-indigo-blue.jpg
2376780;"Ultrabook Huawei MateBook D15 2020 AMD Ryzen 5 3500U 256GB SSD 8GB AMD Radeon Vega 8 FullHD Win10 FPR Silver";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopuriultrabook-huawei-matebook-d15-2020-amd-ryzen-5-3500u-256gb-ssd-8gb-amd-radeon-vega-8-fullhd-win10-fpr-silver-pMyE0MjImNg-l;"Model Procesor: AMD Ryzen 5 3500UCapacitate HDD: 256GB2 in 1: NuTip Laptop: Home";2499;https://s.cel.ro/images/Products/ultrabook-huawei-matebook-d-15-2020-amd-ryzen-5-3500u-256gb-ssd-8gb-radeon-vega-8-fullhd-win10-silve.jpg
2023010;"Laptop ASUS VivoBook X543MA Intel Celeron Dual Core Gemini Lake N4000 256GB SSD 4GB HD Star Gray";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-asus-vivobook-x543ma-intel-celeron-dual-core-gemini-lake-n4000-256gb-ssd-4gb-hd-star-gray-pMyIxNzUvNg-l;"Model Procesor: Intel Celeron Dual Core N4000Capacitate HDD: 256GBChipset video: Intel HD Graphics 6002 in 1: NuTip Laptop: Home";1299;https://s.cel.ro/images/Products/laptop-asus-vivobook-x543ma-intel-celeron-dual-core-gemini-lake-n4000-256gb-ssd-4gb-hd-win10-star-gr.jpg
2525604;"Ultrabook Prestigio SmartBook 141S Intel Celeron N3350 32GB eMMC 3GB FullHD Win10 Blue";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopuriultrabook-prestigio-smartbook-141s-intel-celeron-n3350-32gb-emmc-3gb-fullhd-win10-blue-pMycxMTMuMg-l;"Model Procesor: Intel Celeron N3350Capacitate HDD: 32GB2 in 1: NuTip Laptop: Ultrabook";999;https://s.cel.ro/images/Products/ultrabook-prestigio-smartbook-141s-intel-celeron-n3350-32gb-emmc-3gb-fullhd-win10-blue-760.jpg
2471302;"Ultrabook 2in1 Lenovo IdeaPad Flex 5 14IIL05 Intel Core 10th Gen i3-1005G1 256GB SSD 8GB FullHD Touch Win10 Tast. ilum. FPR Graphite Grey";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopuriultrabook-2in1-lenovo-ideapad-flex-5-14iil05-intel-core-10th-gen-i3-1005g1-256gb-ssd-8gb-fullhd-touch-win10-tast-ilum-fpr-graphite-grey-pMyY0NTYuNA-l;"Model Procesor: i3-1005G1Capacitate HDD: 256GB2 in 1: DaTip Laptop: Ultrabook";3099;https://s.cel.ro/images/Products/laptop-2in1-lenovo-ideapad-flex-5-14iil05-intel-core-10th-gen-i3-1005g1-256gb-ssd-8gb-fullhd-touch.jpg
2358776;"Laptop Lenovo ThinkPad E14 Intel Core 10th Gen i5-10210U 256GB SSD 8GB FullHD Win10 Pro FPR Tast. ilum. Black";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-lenovo-thinkpad-e14-intel-core-10th-gen-i5-10210u-256gb-ssd-8gb-fullhd-win10-pro-fpr-tast-ilum-black-pMyE2PDIpMA-l;"Model Procesor: i5-10210UCapacitate HDD: 256GBChipset video: Intel® UHD Graphics2 in 1: NuTip Laptop: Business";3999;https://s.cel.ro/images/Products/laptop-lenovo-thinkpad-e14-intel-core-10th-gen-i7-10510u-512gb-ssd-16gb-fullhd-win10-pro-tast-ilum-n.jpg
2406020;"Laptop Gaming HP Pavilion 15-ec0028nq AMD Ryzen 7 3750H 512GB SSD 8GB NVIDIA GTX 1660Ti 6GB Max Q FullHD Tastatura iluminata Black";https://www.cel.ro/laptop-laptopuri/httpswww.cel.rolaptop-laptopurilaptop-gaming-hp-pavilion-15-ec0028nq-amd-ryzen-7-3750h-512gb-ssd-8gb-nvidia-gtx-1660ti-6gb-max-q-fullhd-tastatura-iluminata-black-pMyYzMjUsNg-l;"Model Procesor: AMD Ryzen 7 3750HCapacitate HDD: 512GBChipset video: NVIDIA GTX 1660Ti 6GB Max Q2 in 1: NuTip Laptop: Gaming";3899;https://s.cel.ro/images/Products/laptop-gaming-hp-pavilion-15-ec0028nq-amd-ryzen-7-3750h-512gb-ssd-8gb-nvidia-gtx-1660ti-6gb-max-q-fu.jpg
